Señor Bear,3301 Tejon St,Denver,80211,(720) 572-5997,CO, Mon 3:00 pm - 10:00 pm ||Tue 3:00 pm - 10:00 pm ||Wed 3:00 pm - 10:00 pm ||Thu 3:00 pm - 10:00 pm Closed now ||Fri 3:00 pm - 11:00 pm ||Sat 3:00 pm - 11:00 pm ||Sun 3:00 pm - 10:00 pm,$$ || $$,-105.0115571,39.7633822,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Good For --> Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Trendy | Noise Level --> Loud | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Wed, Fri | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Paid | Has TV --> No | Waiter Service --> Yes | Has Pool Table --> No | Gender Neutral Restrooms --> Yes ",,"Latin American , Beer Bar , Cocktail Bars",Bars,84,1/25/2018,http://www.yelp.com/user_details?userid=B4V_YviPXrCIYTu-et9oUg,nZYrt9j8tXM3XnKFBEVgtg,,
,Jessica Y.,Tango Saloon,404 US Hwy 95,Homedale,83628,(208) 337-5634,ID, Mon 12:00 pm - 11:00 pm ||Tue 12:00 pm - 11:00 pm ||Wed 12:00 pm - 1:00 am ||Thu 12:00 pm - 1:00 am Closed now ||Fri 12:00 pm - 1:00 am ||Sat 12:00 pm - 1:00 am ||Sun 12:00 pm - 11:00 pm,$$$ || $,-116.9310144,43.58668195,5,Takes Reservations --> No | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Groups --> Yes | Noise Level --> Average | Good For Dancing --> Yes | Alcohol --> Full Bar | Happy Hour --> Yes | Coat Check --> No | Outdoor Seating --> Yes | Has TV --> Yes | Has Pool Table --> Yes ,,Bars,Bars,3,01-05-2018,http://www.yelp.com/user_details?userid=4NDwhoh7AUtTF5aTJCXBIg,UnrMUNdJCSY9FtLRso19dA
,,Bootleggers,W Sinclair Ave,Parma,83660,,ID,,,-116.948896,43.7858299,,,,Bars,Bars,,,,9hJgNeeTyg_VY4NpHXgqnA
,Stacy M.,Moxie Java Bistro,404 Hwy 95,Homedale,83628,(208) 337-5566,ID, Mon 7:00 am - 9:00 pm ||Tue 7:00 am - 9:00 pm ||Wed 7:00 am - 10:00 pm ||Thu 7:00 am - 10:00 pm Closed now ||Fri 7:00 am - 10:00 pm ||Sat 8:00 am - 10:00 pm ||Sun 8:00 am - 5:00 pm,$$$ || $,-116.9277493,43.61338371,2.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Brunch, Lunch | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes | Good for Working --> Yes | Gender Neutral Restrooms --> Yes ",,"Coffee & Tea , American (New) , Breakfast & Brunch",Bars,15,1/31/2018,http://www.yelp.com/user_details?userid=_prDYFwJ-QguIAG4eMLn6w,LzZbaCN9vt29QNetqAYycg
http://www.brokenhornbrewing.com/,Nick B.,Broken Horn Brewing Company,201 S Mission St,McCall,83638,(208) 315-5472,ID, Mon 4:00 pm - 8:00 pm ||Tue Closed ||Wed Closed ||Thu 4:00 pm - 8:00 pm Closed now ||Fri 4:00 pm - 8:00 pm ||Sat 4:00 pm - 8:00 pm ||Sun 1:00 pm - 6:00 pm,$$ || $$,-116.104653,44.8957639,4.5,Take-out --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Bitcoin --> No | Bike Parking --> Yes , Established in 2013.,Breweries,Bars,15,8/24/2017,http://www.yelp.com/user_details?userid=AcYthsxNZqCLzd7cj5nb8A,q344yjVqWZqO1TSgE1vaCQ
http://www.milehighmarina.com,Marlon M.,Mile High Marina Grill,1300 E Lake St,McCall,83638,(208) 634-8605,ID,,$$ || $$,-116.0952222,44.91850017,4.5,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Good For --> Lunch | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Loud | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> Yes | Caters --> No ,,American (Traditional),Bars,18,9/15/2017,http://www.yelp.com/user_details?userid=F7p6ZLPdBTbHqOoJxVyQgw,BK3ooOXr8w6n4QxxmWzhvA
http://www.myfathersplacemccall.com,Dave W.,My Father’s Place,901 N 3rd St,McCall,83638,(208) 634-4401,ID,,$$$ || $,-116.0974645,44.9096252,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Good For --> Lunch | Parking --> Street, Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual, Touristy | Noise Level --> Average | Alcohol --> No | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> No | Waiter Service --> No | Caters --> No ",,American (Traditional),Bars,107,12/15/2017,http://www.yelp.com/user_details?userid=PpKcIwXVWkjLipIzEtnJYg,3LtiWYGCyiTx0wIQIYC5Kw
,Jon W.,Back Eddy Grill,533 N Main St,Riggins,83549,(208) 628-9233,ID, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm ||Thu 11:00 am - 9:00 pm Closed now ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun Closed,$ || $$$,-116.3163395,45.4199347,3,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Very Loud | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> No , Established in 2009.,"Burgers , American (Traditional)",Bars,22,01-11-2018,http://www.yelp.com/user_details?userid=4sAPqOaZS6ECZf9WFuruag,JfQoJCpb5BJkHSehQGImaA
http://www.rupertsathotelmccall.com,Crystal M.,Rupert’s Restaurant,1101 N 3rd St,McCall,83638,(208) 634-8108,ID, Mon 5:00 pm - 8:30 pm ||Tue Closed ||Wed Closed ||Thu 5:00 pm - 8:30 pm Closed now ||Fri 5:00 pm - 8:30 pm ||Sat 5:00 pm - 8:30 pm ||Sun 5:00 pm - 8:30 pm,$$ || $$,-116.097701,44.910785,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Street, Private Lot | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Classy | Noise Level --> Quiet | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ",,"American (New) , Diners , Thai",Bars,39,1/27/2018,http://www.yelp.com/user_details?userid=C44v39D94FmB4vhaZJbjwA,BttY9dTUdkchsHEBlVGSBA
,Tori G.,Ruby’s Kitchen,324 W Lake St,McCall,83638,,ID, Mon 6:30 am - 3:00 pm ||Tue 6:30 am - 3:00 pm ||Wed 6:30 am - 3:00 pm ||Thu 6:30 am - 3:00 pm Open now ||Fri 6:30 am - 3:00 pm ||Sat 6:30 am - 3:00 pm ||Sun 6:30 am - 3:00 pm,,-116.1181818,44.91157562,5,,,American (New),Bars,5,1/30/2018,http://www.yelp.com/user_details?userid=BDM9nQROWh_6kiyT_gXmLQ,F9POUAFDb88zIzGW-Rq7kw
http://www.brundage.com/the-mountain/dining-options/,Shiho F.,Main Lodge Cafeteria,Brundage Ski Resort,McCall,83638,(208) 634-4151,ID,,,-116.0987364,44.911006,3,,,"American (Traditional) , Fast Food",Bars,1,02-10-2009,http://www.yelp.com/user_details?userid=2l0O1EI1m0yWjFo2zSt71w,NI0GpzyDppHjKi4yl8klkQ
http://www.payettebrewing.com/,Andrew F.,Payette Brewing,733 S Pionner St,Boise,83702,(208) 344-0011,ID, Mon 11:00 am - 10:00 pm ||Tue 11:00 am - 10:00 pm ||Wed 11:00 am - 10:00 pm ||Thu 11:00 am - 10:00 pm Closed now ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 10:00 pm,$$$ || $,-116.215271,43.61337,4,Take-out --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Street | Bike Parking --> Yes | Caters --> No , Established in 2011.,Breweries,Bars,66,1/21/2018,http://www.yelp.com/user_details?userid=nZ8n-1y0iz1rWUd23fI9Zg,RTfy6koLz76SG0zNzw4CGw
,Brian M.,The Owl Club,505 Main St,Salmon,83467,(208) 756-4152,ID,,,-113.8944495,45.1758072,4.5,Takes Reservations --> No | Accepts Credit Cards --> Yes | Good for Groups --> Yes ,,Bars,Bars,4,08-08-2017,http://www.yelp.com/user_details?userid=iNfRWpGnmxGSbS1rULG8Dg,Z0PW3pLTiAi8TtgM_RA0zQ
,Brooks M.,Junkyard Bistro,405 Main St,Salmon,83467,(208) 756-2466,ID, Mon 11:00 am - 10:00 pm ||Tue 11:00 am - 10:00 pm ||Wed 11:00 am - 10:00 pm ||Thu 11:00 am - 10:00 pm Closed now ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 9:00 pm,$$ || $$,-113.8952801,45.1761328,4.5,"Takes Reservations --> Yes | Delivery --> Yes | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Android Pay --> No | Good For --> Lunch, Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> No | Caters --> Yes | Gender Neutral Restrooms --> Yes ",,"Brasseries , Burgers , American (Traditional)",Bars,95,12-02-2017,http://www.yelp.com/user_details?userid=JB-Rctr7WTUWOc1Is-Fp7w,Thg8a4F78QmGKYlb0HX_LA
,Steve F.,Whiskey Willy’s,517 Main St,Salmon,83467,(208) 756-4775,ID,,,-113.8941638,45.1756953,3,,,Dive Bars,Bars,2,4/19/2016,http://www.yelp.com/user_details?userid=BLKEQUoB1IdxxznAQrtmEg,48zMVlJl-52YdUWLgoObXw
http://www.bittercreekalehouse.com/,Johan S.,Bittercreek Alehouse,246 N 8th St,Boise,83702,(208) 429-6340,ID, Mon 11:00 am - 12:00 am ||Tue 11:00 am - 12:00 am ||Wed 11:00 am - 12:00 am ||Thu 11:00 am - 1:00 am Closed now ||Fri 11:00 am - 1:00 am ||Sat 11:00 am - 1:00 am ||Sun 11:00 am - 12:00 am,$$ || $$,-116.2023832,43.61658951,4.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner, Late Night | Parking --> Garage, Street | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Loud | Good For Dancing --> No | Alcohol --> Full Bar | Best Nights --> Thu, Fri, Sat | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> No | Has Pool Table --> No ", Established in 1996.,"Bars , Gastropubs , Sandwiches",Bars,524,1/31/2018,http://www.yelp.com/user_details?userid=dfdgxb5hl-xTk-mLB4l1ZQ,w_4xUt-1AyY2ZwKtnjW0Xg
http://www.10barrel.com,Katie W.,10 Barrel Brewing Company,826 W Bannock St,Boise,83702,(208) 344-5870,ID, Mon 11:00 am - 11:00 pm ||Tue 11:00 am - 11:00 pm ||Wed 11:00 am - 11:00 pm ||Thu 11:00 am - 11:00 pm Closed now ||Fri 11:00 am - 12:00 am ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 11:00 pm,$$ || $$,-116.2029109,43.61783006,4,Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Street | Bike Parking --> Yes | Caters --> No ,,Breweries,Bars,336,1/31/2018,http://www.yelp.com/user_details?userid=Gv5hey5whZ246QkY9fzv3Q,6q_i-nV0R4r7bqjIHSKjFw
http://www.matadorrestaurants.com/boise,Cassie S.,The Matador,215 N 8th St,Boise,83702,(208) 342-9988,ID, Mon 11:00 am - 2:00 am ||Tue 11:00 am - 2:00 am ||Wed 11:00 am - 2:00 am ||Thu 11:00 am - 2:00 am Closed now ||Fri 11:00 am - 2:00 am ||Sat 11:00 am - 2:00 am ||Sun 11:00 am - 2:00 am,$$ || $$,-116.2024678,43.61697586,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Dinner, Late Night | Parking --> Street | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Trendy | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Best Nights --> Tue, Fri, Sat | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> Yes | Caters --> Yes | Has Pool Table --> No ",,"Tex-Mex , Mexican , Cocktail Bars",Bars,250,01-12-2018,http://www.yelp.com/user_details?userid=b78h7ag2uvIjCKikCsIt0g,7bJGh3PkW9tr3rXC6P2uwA
,Meagan W.,Dave’s Tater Grill,S 6th St,Boise,83702,(208) 713-2200,ID, Mon Closed ||Tue Closed ||Wed Closed ||Thu 10:00 pm - 3:00 am Closed now ||Fri 10:00 pm - 3:00 am ||Sat 10:00 pm - 3:00 am ||Sun Closed,$$$ || $,-116.2028412,43.6126416,5,Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Accepts Bitcoin --> No | Parking --> Street | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Alcohol --> No | Outdoor Seating --> No | Wi-Fi --> No | Has TV --> No | Dogs Allowed --> Yes | Waiter Service --> No | Caters --> No | Offers Military Discount --> Yes , Established in 2006.,"Street Vendors , American (Traditional) , Hot Dogs",Bars,4,5/18/2016,http://www.yelp.com/user_details?userid=zxy3yLmLXzKuL-pVrpWsKA,Puhyl5L-iVmGUujoCgxNPg
http://www.badirish.com,Johnny A.,Bad Irish,199 N 8th St||Ste A,Boise,83702,(208) 338-8939,ID,,,,,3.5,,,,Bars,3,3/18/2011,http://www.yelp.com/user_details?userid=v2LoAVDzWrpNgYxN8-WvtA,GaLXicCrM8VClfYUfF0vOQ
,Jon D.,Tam O’Shanter,411 Cedar St,Sandpoint,83864,,ID, Mon 10:00 am - 10:00 pm ||Tue 10:00 am - 10:00 pm ||Wed 10:00 am - 11:00 pm ||Thu 10:00 am - 11:00 pm Closed now ||Fri 10:00 am - 11:00 pm ||Sat 10:00 am - 11:00 pm ||Sun 10:00 am - 10:00 pm,,-116.5525792,48.2760024,5,,,Dive Bars,Bars,5,2/26/2016,http://www.yelp.com/user_details?userid=sHUGdGJBjG6UW6svC8UjtA,bprNR0wQ_C_oMiuXLoAZ6A
http://www.thefillingstationon5th.com,Lee G.,The Filling Station on 5th,501 Sherman Ave,"Coeur d""Alene",83814,(208) 665-4681,ID, Mon 2:00 pm - 9:00 pm ||Tue 2:00 pm - 9:00 pm ||Wed 2:00 pm - 9:00 pm ||Thu 2:00 pm - 9:00 pm Closed now ||Fri 2:00 pm - 10:00 pm ||Sat 2:00 pm - 10:00 pm ||Sun 2:00 pm - 9:00 pm,$$ || $$,-116.7795832,47.6736977,4.5,Takes Reservations --> Yes | Delivery --> No | Take-out --> No | Accepts Credit Cards --> Yes | Good For --> Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> No | Coat Check --> No | Smoking --> No | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Has Pool Table --> No ,,"Gastropubs , Beer Bar",Bars,62,01-04-2018,http://www.yelp.com/user_details?userid=aEqmEW35DghunABCB-opDg,OHa41CFayULRHxMPzjQLUw
,Gayl D.,"Eichardt’s Pub, Grill & Coffee House",212 Cedar St,Sandpoint,83864,(208) 263-4005,ID, Mon 11:30 am - 1:00 am ||Tue 11:30 am - 1:00 am ||Wed 11:30 am - 1:00 am ||Thu 11:30 am - 1:00 am Closed now ||Fri 11:30 am - 1:00 am ||Sat 11:30 am - 1:00 am ||Sun 11:30 am - 1:00 am,$$ || $$,-116.5495337,48.2761379,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> No | Caters --> No | Good for Working --> No | Has Pool Table --> No ",,"American (Traditional) , Coffee & Tea , Pubs",Bars,101,01-07-2018,http://www.yelp.com/user_details?userid=q_wWPdxKPqlYIjqpC1oW_w,_tw89lsyLv0xGEfSod44eA
,Subcontracotorforspas Y.,Pastime Club,5475 E Hwy 54,Athol,83801,(208) 683-2435,ID, Mon 12:00 pm - 10:00 pm ||Tue 12:00 pm - 10:00 pm ||Wed 12:00 pm - 10:00 pm ||Thu 12:00 pm - 10:00 pm Closed now ||Fri 12:00 pm - 10:00 pm ||Sat 12:00 pm - 10:00 pm ||Sun 12:00 pm - 10:00 pm,$$$ || $,-116.7112208,47.9478261,4.5,"Takes Reservations --> Yes | Accepts Credit Cards --> Yes | Accepts Bitcoin --> No | Parking --> Private Lot | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Groups --> Yes | Noise Level --> Average | Music --> Live, Juke Box, Background, Karaoke | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Tue, Fri, Sat | Coat Check --> No | Smoking --> Yes | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Dogs Allowed --> No | Has Pool Table --> Yes ", Established in 1932.,Pubs,Bars,2,1/25/2018,http://www.yelp.com/user_details?userid=wHZQ5MtxljX2BBs_N2Fohw,sKEavWnJrQN_0JoLdbENlQ
,Aaron P.,Boondox Bar & Grill,463775 Highway 95,Cocolalla,83813,(208) 263-0933,ID,,$$$ || $,-116.5998999,48.1382345,5,Accepts Credit Cards --> Yes ,,Nightlife,Bars,1,4/17/2017,http://www.yelp.com/user_details?userid=oRXk6YitcwpPqIZBbjqtig,DhtKYI3vXGVzhp1hHZhLDA
http://www.sweetlousidaho.com/,Heather C.,Sweet Lou’s,477272 Hwy 95,Ponderay,83852,(208) 263-1381,ID, Mon 11:00 am - 10:00 pm ||Tue 11:00 am - 10:00 pm ||Wed 11:00 am - 10:00 pm ||Thu 11:00 am - 10:00 pm Closed now ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 10:00 pm,$$ || $$,-116.5472281,48.31215676,4.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Best Nights --> Mon, Tue, Sat | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes | Drive-Thru --> No | Caters --> Yes | Has Pool Table --> No ", Established in 2011.,"American (New) , Burgers , Bars",Bars,77,1/22/2018,http://www.yelp.com/user_details?userid=1GJGss0BgXWQC67Lw95bYQ,BLzH5YU7gg-vyS_aRVyrfQ
,Christe M.,White Horse Saloon & Hotel,6248 W Maine St,Spirit Lake,83869,(208) 623-2353,ID, Mon 10:00 am - 10:00 pm ||Tue 10:00 am - 10:00 pm ||Wed 10:00 am - 12:00 am ||Thu 10:00 am - 10:00 pm Closed now ||Fri 10:00 am - 2:00 am ||Sat 10:00 am - 2:00 am ||Sun 10:00 am - 10:00 pm,$$$ || $,-116.8710136,47.9651133,4,Accepts Credit Cards --> Yes | Good for Groups --> Yes | Noise Level --> Very Loud | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes , Established in 1907.,"Hotels , Bars , American (Traditional)",Bars,9,8/13/2017,http://www.yelp.com/user_details?userid=X-qW2HvRidr8IY-7l5nSUw,kGX39Iso0yLA7GxKuUGFBQ
,Heather O.,Prichard Tavern,183 Prichard St,Wallace,83873,(208) 682-2944,ID,,$$ || $$,-115.9700976,47.6565986,5,Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Wi-Fi --> No | Has TV --> Yes | Caters --> No ,,"Karaoke , American (Traditional) , Beer Bar",Bars,4,7/19/2017,http://www.yelp.com/user_details?userid=8bdozdah8Br2e7TSiLxgvw,b6WabNt_-gt9Dk5VSyfeUA
http://www.baxtersoncedar.com,Stephanie L.,Baxters on Cedar,109 Cedar St,Sandpoint,83864,(208) 229-8377,ID, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm ||Thu 11:00 am - 9:00 pm Closed now ||Fri 11:00 am - 9:00 pm ||Sat 11:00 am - 9:00 pm ||Sun Closed,$$ || $$,-116.5482002,48.276008,4.5,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Dinner | Parking --> Street | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Beer & Wine Only | Happy Hour --> Yes | Best Nights --> Tue, Sat | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> Yes | Has Pool Table --> No ", Established in 2014.,"Bars , American (New)",Bars,108,1/16/2018,http://www.yelp.com/user_details?userid=ACkFmmPuBT6rsJ_yxA1DaQ,ow-d7xwpw_om50epepRoIQ
,Jessie S.,Pucci’s Pub,124 Village Ln,Sandpoint,83864,(208) 255-7508,ID,,$$$ || $,-116.6221544,48.3663485,3.5,Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Groups --> Yes | Noise Level --> Quiet | Alcohol --> Beer & Wine Only | Outdoor Seating --> Yes | Has TV --> Yes ,,Pubs,Bars,18,01-08-2018,http://www.yelp.com/user_details?userid=1ExaDQhzuStMu5l_EvSp7g,UEwWTGUYj_3f7ipLuFM3Mw
http://www.powine.com,Travis F.,Pend d’Oreille Winery,301 Cedar St||Ste 100,Sandpoint,83864,(208) 265-8545,ID, Mon 12:00 pm - 6:00 pm ||Tue 12:00 pm - 6:00 pm ||Wed 12:00 pm - 6:00 pm ||Thu 12:00 pm - 6:00 pm Closed now ||Fri 12:00 pm - 8:00 pm ||Sat 12:00 pm - 8:00 pm ||Sun 12:00 pm - 6:00 pm,$$ || $$,-116.5503773,48.276106,4.5,Takes Reservations --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Street | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Groups --> Yes | Ambience --> Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Beer & Wine Only | Happy Hour --> Yes | Coat Check --> No | Smoking --> No | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> No , Established in 1995.,Wine Bars,Bars,25,09-07-2017,http://www.yelp.com/user_details?userid=Hu5FoWWEKVPxDgJn2ZoUVg,ykI93BAIJofG94_uaA-9Jw
http://sandpointfatpig.com,Sean H.,The Fat Pig,301 Cedar St||Ste 102,Sandpoint,83864,(208) 265-7675,ID, Mon 12:00 pm - 9:00 pm ||Tue 12:00 pm - 9:00 pm ||Wed 12:00 pm - 9:00 pm ||Thu 12:00 pm - 9:00 pm Closed now ||Fri 12:00 pm - 9:00 pm ||Sat 12:00 pm - 9:00 pm ||Sun Closed,,-116.5504552,48.27584211,5,Accepts Credit Cards --> Yes | Music --> Live | Alcohol --> Beer & Wine Only ,,Pubs,Bars,2,1/27/2018,http://www.yelp.com/user_details?userid=gsJVu17iqJz6UgL4PwPJUw,QycfNyedmjIjy9aNImygrg
http://www.curleys.biz,Richard D.,Curley’s Hauser Junction,26433 W Hwy 53,Hauser,83854,(208) 773-5816,ID, Mon 10:00 am - 12:00 am ||Tue 10:00 am - 2:00 am ||Wed 10:00 am - 2:00 am ||Thu 10:00 am - 2:00 am Closed now ||Fri 10:00 am - 2:00 am ||Sat 10:00 am - 2:00 am ||Sun 10:00 am - 2:00 am,$$$ || $,-117.012749,47.748613,4.5,Takes Reservations --> No | Accepts Credit Cards --> Yes | Parking --> Private Lot | Bike Parking --> Yes | Good for Groups --> Yes | Ambience --> Casual | Noise Level --> Loud | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> Yes | Has Pool Table --> Yes ,,Bars,Bars,14,7/14/2017,http://www.yelp.com/user_details?userid=CAaQEXLg5evzYensc5De4Q,QqPOVf0-Z_WvVbyvYQ_jfg
http://www.craftedtaphouse.com,Bill M.,Crafted Tap House and Kitchen,523 E Sherman Ave,"Coeur D""alene",83814,(208) 292-4813,ID, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm ||Thu 11:00 am - 9:00 pm Closed now ||Fri 11:00 am - 10:00 pm ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 9:00 pm,$$ || $$,-116.7784995,47.6737121,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Good For --> Lunch, Dinner | Parking --> Street | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Hipster, Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Beer & Wine Only | Best Nights --> Thu, Fri, Sat | Coat Check --> No | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> No | Has Pool Table --> No ",,"American (New) , Salad , Beer Bar",Bars,436,1/28/2018,http://www.yelp.com/user_details?userid=rkhaFRF2Ou-0zxoPLFmiWA,Z1Gv-8TRD0h1rEw1A7gk_w
,Jeff B.,A & P Bar & Grill,222 N 1st Ave,Sandpoint,83864,(208) 263-2313,ID, Mon 12:00 pm - 2:00 am ||Tue 12:00 pm - 2:00 am ||Wed 12:00 pm - 2:00 am ||Thu 12:00 pm - 2:00 am Closed now ||Fri 12:00 pm - 2:00 am ||Sat 12:00 pm - 2:00 am ||Sun Closed,$$$ || $,-116.547505,48.2746229,3.5,Takes Reservations --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Bike Parking --> Yes | Good for Groups --> No | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Has TV --> Yes | Has Pool Table --> Yes ,,"Bars , American (Traditional)",Bars,8,10/22/2017,http://www.yelp.com/user_details?userid=IOxVTiraVTXC09DXXw6ABA,hMrpKG-p3xxtoB5pHbKxjA
